Frame,middle,rear,left_hind,left_front,head,right_hind,right_front
479,"(-1.0, 2287.0)","(15.0, 2239.0)","(-38.0, 2190.0)","(-48.0, 2352.0)","(6.0, 2328.0)","(70.0, 2234.0)","(34.0, 2276.0)"
480,"(-1.0, 2287.0)","(16.0, 2234.0)","(-38.0, 2190.0)","(-48.0, 2352.0)","(6.0, 2328.0)","(70.0, 2234.0)","(34.0, 2276.0)"
481,"(-2.0, 2290.0)","(16.0, 2242.0)","(-40.0, 2190.0)","(-48.0, 2362.0)","(6.0, 2332.0)","(78.0, 2248.0)","(27.0, 2276.0)"
482,"(-4.0, 2295.0)","(12.0, 2240.0)","(-36.0, 2194.0)","(-41.0, 2372.0)","(8.0, 2338.0)","(64.83, 2253.33)","(26.0, 2283.0)"
483,"(2.0, 2302.0)","(9.0, 2245.0)","(-36.0, 2200.0)","(-36.0, 2388.0)","(10.0, 2348.0)","(60.0, 2270.0)","(45.0, 2289.0)"
484,"(-2.0, 2306.0)","(6.0, 2250.0)","(-33.0, 2208.0)","(-36.0, 2389.0)","(12.0, 2352.0)","(60.0, 2270.0)","(46.0, 2290.0)"
485,"(0.0, 2316.0)","(2.0, 2258.0)","(-32.0, 2212.0)","(-40.0, 2388.0)","(19.0, 2362.0)","(54.0, 2270.0)","(43.0, 2300.0)"
486,"(6.0, 2321.0)","(8.0, 2270.0)","(-27.0, 2220.0)","(-40.0, 2388.0)","(14.0, 2366.0)","(49.0, 2274.33)","(43.0, 2306.0)"
487,"(6.0, 2321.0)","(8.0, 2270.0)","(-27.0, 2220.0)","(-40.0, 2388.0)","(14.0, 2366.0)","(34.0, 2280.0)","(43.0, 2306.0)"
488,"(5.0, 2324.0)","(5.5, 2273.0)","(-30.0, 2224.0)","(-34.0, 2389.0)","(14.0, 2370.0)","(52.0, 2276.0)","(44.0, 2308.0)"
489,"(13.0, 2330.0)","(3.0, 2276.0)","(-34.0, 2232.0)","(-34.0, 2389.0)","(17.0, 2378.0)","(53.0, 2274.0)","(43.0, 2314.0)"
490,"(14.0, 2335.0)","(4.0, 2284.0)","(-34.0, 2242.0)","(-38.0, 2388.0)","(21.0, 2383.0)","(52.0, 2273.0)","(50.0, 2333.83)"
491,"(14.0, 2341.0)","(5.0, 2290.0)","(-38.0, 2254.0)","(-38.0, 2390.0)","(14.0, 2392.0)","(54.0, 2269.0)","(60.0, 2359.0)"
492,"(16.0, 2348.0)","(12.0, 2298.0)","(-42.0, 2263.33)","(-38.0, 2390.0)","(17.0, 2400.0)","(52.0, 2270.0)","(60.0, 2372.0)"
493,"(16.0, 2348.0)","(12.0, 2298.0)","(-46.0, 2278.0)","(-38.0, 2390.0)","(17.0, 2400.0)","(52.0, 2270.0)","(60.0, 2372.0)"
494,"(18.0, 2360.0)","(12.0, 2300.0)","(-54.0, 2296.0)","(-38.0, 2390.0)","(13.0, 2404.0)","(48.0, 2272.0)","(70.0, 2388.0)"
495,"(20.0, 2366.0)","(12.0, 2302.0)","(-50.0, 2310.0)","(-36.0, 2389.0)","(12.0, 2410.0)","(52.0, 2274.0)","(70.0, 2408.0)"
496,"(19.0, 2374.0)","(11.0, 2318.0)","(-56.0, 2324.0)","(-34.0, 2389.0)","(13.0, 2420.0)","(52.0, 2273.0)","(68.0, 2425.0)"
497,"(19.0, 2380.0)","(14.5, 2325.0)","(-52.0, 2336.0)","(-37.0, 2389.0)","(8.0, 2424.0)","(48.0, 2274.0)","(62.67, 2429.5)"
498,"(19.0, 2388.0)","(18.0, 2332.0)","(-56.0, 2348.0)","(-38.0, 2390.0)","(8.0, 2432.0)","(48.0, 2276.0)","(54.0, 2456.0)"
499,"(19.0, 2388.0)","(18.0, 2332.0)","(-56.0, 2348.0)","(-38.0, 2390.0)","(8.0, 2432.0)","(48.0, 2276.0)","(54.0, 2456.0)"
500,"(18.0, 2392.0)","(12.0, 2338.0)","(-53.17, 2358.0)","(-34.0, 2398.0)","(9.0, 2440.0)","(50.0, 2282.0)","(54.0, 2464.0)"
501,"(19.0, 2399.0)","(12.0, 2344.0)","(-54.0, 2372.0)","(-38.0, 2398.0)","(4.0, 2444.0)","(50.0, 2286.0)","(56.0, 2468.0)"
502,"(20.0, 2404.0)","(16.0, 2344.0)","(-47.0, 2376.0)","(-36.0, 2404.0)","(9.0, 2454.0)","(54.0, 2292.0)","(58.0, 2470.0)"
503,"(17.0, 2414.0)","(16.0, 2350.0)","(-42.0, 2378.0)","(-30.0, 2408.0)","(5.0, 2460.0)","(48.0, 2306.0)","(60.0, 2470.0)"
504,"(9.0, 2416.0)","(17.0, 2361.0)","(-44.0, 2376.0)","(-26.0, 2409.0)","(2.0, 2466.0)","(46.0, 2312.0)","(60.0, 2472.0)"
505,"(9.0, 2416.0)","(17.0, 2361.0)","(-44.0, 2376.0)","(-26.0, 2409.0)","(2.0, 2466.0)","(46.0, 2312.0)","(60.0, 2472.0)"
506,"(18.0, 2422.0)","(16.5, 2363.5)","(-42.0, 2376.0)","(-30.0, 2415.0)","(4.0, 2470.0)","(46.0, 2327.0)","(58.0, 2472.0)"
507,"(18.0, 2422.0)","(16.0, 2366.0)","(-42.0, 2376.0)","(-30.0, 2415.0)","(4.0, 2470.0)","(46.0, 2327.0)","(58.0, 2472.0)"
508,"(11.0, 2432.0)","(17.0, 2373.5)","(-39.0, 2376.0)","(-36.0, 2426.0)","(4.0, 2476.0)","(46.0, 2334.0)","(56.0, 2474.0)"
509,"(8.0, 2434.0)","(18.0, 2381.0)","(-40.0, 2376.0)","(-42.0, 2442.0)","(-4.0, 2480.0)","(49.0, 2345.67)","(56.0, 2474.0)"
510,"(12.0, 2441.0)","(19.33, 2385.33)","(-39.0, 2376.0)","(-46.0, 2454.0)","(-2.0, 2485.0)","(52.0, 2356.0)","(48.0, 2472.0)"
511,"(15.0, 2442.0)","(20.67, 2389.67)","(-39.0, 2376.0)","(-46.0, 2454.0)","(-2.0, 2485.0)","(52.0, 2356.0)","(48.0, 2472.0)"
512,"(8.0, 2447.0)","(22.0, 2394.0)","(-38.0, 2376.0)","(-48.0, 2462.0)","(0.0, 2491.0)","(56.0, 2374.0)","(45.0, 2470.0)"
513,"(0.0, 2454.0)","(24.0, 2404.0)","(-34.0, 2376.0)","(-51.5, 2480.0)","(2.0, 2498.0)","(55.0, 2382.33)","(46.0, 2468.0)"
514,"(-2.0, 2460.0)","(26.0, 2412.0)","(-36.0, 2376.0)","(-60.0, 2502.0)","(2.0, 2504.0)","(60.0, 2392.0)","(42.0, 2466.0)"
515,"(-3.0, 2468.0)","(18.0, 2422.0)","(-38.0, 2376.0)","(-52.25, 2507.67)","(9.0, 2512.0)","(62.0, 2410.0)","(38.0, 2466.0)"
516,"(0.0, 2475.0)","(16.0, 2428.0)","(-38.0, 2378.0)","(-49.0, 2540.0)","(6.0, 2516.0)","(70.0, 2422.0)","(34.0, 2464.0)"
517,"(0.0, 2475.0)","(16.0, 2428.0)","(-38.0, 2378.0)","(-49.0, 2540.0)","(6.0, 2516.0)","(70.0, 2422.0)","(34.0, 2464.0)"
518,"(2.0, 2478.0)","(14.0, 2421.0)","(-38.0, 2380.0)","(-48.0, 2550.0)","(11.0, 2522.0)","(62.5, 2434.0)","(26.0, 2464.0)"
519,"(-6.0, 2483.0)","(12.0, 2434.0)","(-34.0, 2382.0)","(-41.0, 2560.0)","(6.0, 2526.0)","(51.0, 2453.0)","(26.0, 2472.0)"
520,"(-2.0, 2488.0)","(6.0, 2434.0)","(-34.0, 2384.0)","(-39.0, 2571.0)","(8.0, 2532.0)","(65.38, 2441.25)","(21.0, 2476.0)"
522,"(-12.0, 2486.0)","(4.0, 2434.0)","(-50.0, 2396.0)","(-54.0, 2534.0)","(1.0, 2532.0)","(38.17, 2427.83)","(42.0, 2504.0)"
523,"(-12.0, 2486.0)","(6.0, 2434.0)","(-50.0, 2396.0)","(-54.0, 2534.0)","(1.0, 2532.0)","(38.19, 2432.64)","(44.0, 2504.0)"
524,"(-10.0, 2492.0)","(6.0, 2437.0)","(-52.0, 2396.0)","(-50.0, 2552.0)","(0.0, 2538.0)","(38.73, 2442.25)","(40.0, 2502.0)"
525,"(-10.0, 2492.0)","(6.0, 2440.0)","(-50.0, 2398.0)","(-49.0, 2552.0)","(0.0, 2538.0)","(32.0, 2458.0)","(40.0, 2502.0)"
526,"(-10.0, 2498.0)","(6.0, 2443.0)","(-48.0, 2400.0)","(-48.5, 2565.0)","(1.0, 2542.0)","(42.32, 2456.31)","(40.0, 2502.0)"
527,"(-9.0, 2505.0)","(6.0, 2448.0)","(-42.0, 2404.0)","(-46.0, 2584.0)","(9.0, 2550.0)","(44.01, 2465.09)","(42.0, 2506.0)"
528,"(-10.0, 2510.0)","(3.33, 2451.33)","(-36.0, 2406.0)","(-42.0, 2596.0)","(8.0, 2554.0)","(50.05, 2471.07)","(44.0, 2504.0)"
529,"(-10.0, 2510.0)","(0.67, 2454.67)","(-38.0, 2406.0)","(-42.0, 2596.0)","(8.0, 2554.0)","(60.0, 2481.0)","(44.0, 2504.0)"
530,"(-6.0, 2516.0)","(-2.0, 2458.0)","(-39.0, 2410.0)","(-37.0, 2601.0)","(13.0, 2562.0)","(64.0, 2486.0)","(46.0, 2509.0)"
531,"(0.0, 2522.0)","(1.0, 2469.0)","(-36.0, 2420.0)","(-36.0, 2608.0)","(10.0, 2568.0)","(60.0, 2490.0)","(46.0, 2508.0)"
532,"(-2.0, 2526.0)","(4.0, 2470.0)","(-35.0, 2428.0)","(-35.0, 2610.0)","(12.0, 2572.0)","(60.0, 2490.0)","(46.0, 2508.0)"
533,"(0.0, 2536.0)","(2.0, 2478.0)","(-32.0, 2432.0)","(-37.0, 2610.0)","(18.0, 2582.0)","(57.0, 2490.0)","(43.0, 2520.0)"
534,"(6.0, 2541.0)","(2.0, 2488.0)","(-30.0, 2440.0)","(-33.0, 2610.0)","(14.0, 2586.0)","(56.0, 2486.0)","(43.0, 2526.0)"
535,"(6.0, 2541.0)","(2.0, 2488.0)","(-30.0, 2440.0)","(-35.0, 2610.0)","(14.0, 2586.0)","(56.0, 2486.0)","(43.0, 2526.0)"
536,"(5.0, 2544.0)","(4.0, 2480.0)","(-33.0, 2444.0)","(-34.0, 2609.0)","(19.0, 2592.0)","(52.0, 2496.0)","(40.0, 2528.0)"
537,"(12.0, 2550.0)","(3.0, 2494.0)","(-32.0, 2452.0)","(-34.0, 2609.0)","(17.0, 2598.0)","(52.0, 2494.0)","(43.0, 2534.0)"
538,"(14.0, 2555.0)","(6.0, 2499.5)","(-34.0, 2462.0)","(-34.0, 2609.0)","(17.0, 2602.0)","(44.0, 2497.0)","(49.33, 2553.17)"
539,"(14.0, 2561.0)","(9.0, 2505.0)","(-38.0, 2476.0)","(-37.0, 2610.0)","(14.0, 2612.0)","(39.0, 2498.0)","(60.0, 2577.0)"
540,"(21.0, 2570.0)","(9.0, 2512.0)","(-41.33, 2484.0)","(-36.0, 2610.0)","(17.0, 2620.0)","(50.0, 2488.0)","(60.0, 2590.0)"
541,"(21.0, 2570.0)","(9.0, 2512.0)","(-46.0, 2498.0)","(-36.0, 2610.0)","(16.0, 2620.0)","(50.0, 2488.0)","(60.0, 2590.0)"
542,"(18.0, 2580.0)","(10.42, 2519.08)","(-54.0, 2516.0)","(-35.0, 2610.0)","(12.0, 2624.0)","(48.0, 2492.0)","(63.83, 2607.17)"
543,"(20.0, 2586.0)","(11.83, 2526.17)","(-53.0, 2530.0)","(-34.0, 2609.0)","(12.0, 2630.0)","(47.83, 2494.83)","(63.81, 2621.19)"
544,"(19.0, 2594.0)","(12.42, 2535.08)","(-56.0, 2544.0)","(-34.0, 2609.0)","(13.0, 2640.0)","(49.14, 2493.31)","(70.0, 2646.0)"
545,"(18.0, 2600.0)","(13.0, 2544.0)","(-54.0, 2556.0)","(-38.0, 2609.0)","(8.0, 2644.0)","(47.0, 2494.0)","(62.0, 2664.0)"
546,"(19.0, 2608.0)","(20.0, 2552.0)","(-52.0, 2569.0)","(-36.0, 2610.0)","(8.0, 2652.0)","(50.0, 2498.0)","(50.0, 2674.0)"
547,"(19.0, 2608.0)","(20.0, 2552.0)","(-52.0, 2569.0)","(-36.0, 2610.0)","(8.0, 2652.0)","(50.0, 2498.0)","(50.0, 2674.0)"
548,"(16.0, 2612.0)","(12.0, 2558.0)","(-56.0, 2588.0)","(-34.0, 2618.0)","(6.0, 2660.0)","(50.0, 2502.0)","(52.0, 2684.0)"
549,"(16.0, 2618.0)","(12.0, 2564.0)","(-55.0, 2592.0)","(-34.0, 2620.0)","(4.0, 2664.0)","(48.0, 2507.0)","(62.0, 2688.0)"
550,"(18.0, 2624.0)","(16.0, 2571.0)","(-45.0, 2598.0)","(-34.0, 2624.0)","(9.0, 2674.0)","(51.0, 2512.0)","(62.0, 2690.0)"
551,"(14.0, 2634.0)","(14.0, 2574.0)","(-42.0, 2598.0)","(-30.0, 2628.0)","(2.0, 2680.0)","(47.83, 2523.83)","(62.0, 2690.0)"
552,"(14.0, 2638.0)","(17.0, 2581.0)","(-44.0, 2596.0)","(-30.0, 2630.0)","(2.0, 2686.0)","(46.0, 2534.0)","(62.0, 2690.0)"
553,"(14.0, 2638.0)","(17.0, 2581.0)","(-44.0, 2596.0)","(-30.0, 2630.0)","(2.0, 2686.0)","(46.0, 2534.0)","(62.0, 2690.0)"
554,"(14.0, 2642.0)","(16.0, 2584.67)","(-42.0, 2596.0)","(-28.0, 2635.0)","(4.0, 2690.0)","(45.0, 2548.0)","(57.0, 2690.0)"
555,"(14.0, 2642.0)","(15.0, 2588.33)","(-42.0, 2596.0)","(-28.0, 2635.0)","(4.0, 2690.0)","(45.0, 2548.0)","(57.0, 2690.0)"
556,"(11.0, 2652.0)","(14.0, 2592.0)","(-40.0, 2596.0)","(-36.0, 2646.0)","(4.0, 2696.0)","(46.0, 2554.0)","(54.0, 2694.0)"
557,"(11.0, 2656.0)","(18.0, 2600.0)","(-40.0, 2596.0)","(-42.0, 2662.0)","(-2.0, 2701.0)","(48.67, 2571.17)","(54.0, 2694.0)"
558,"(12.0, 2662.0)","(18.67, 2604.67)","(-40.0, 2596.0)","(-49.0, 2672.0)","(1.0, 2706.0)","(56.0, 2604.0)","(48.0, 2692.0)"
559,"(12.0, 2662.0)","(19.33, 2609.33)","(-40.0, 2596.0)","(-46.0, 2673.0)","(1.0, 2706.0)","(51.94, 2588.03)","(48.0, 2692.0)"
560,"(9.0, 2668.0)","(20.0, 2614.0)","(-36.0, 2596.0)","(-49.0, 2682.0)","(0.0, 2712.0)","(52.0, 2592.0)","(46.0, 2692.0)"
561,"(6.0, 2672.0)","(24.0, 2624.0)","(-35.0, 2596.0)","(-50.5, 2699.5)","(2.0, 2718.0)","(55.99, 2609.34)","(44.0, 2688.0)"
562,"(-2.0, 2680.0)","(17.0, 2630.0)","(-36.0, 2596.0)","(-54.0, 2722.0)","(2.0, 2724.0)","(60.0, 2612.0)","(42.0, 2686.0)"
563,"(-2.0, 2688.0)","(20.0, 2642.0)","(-36.0, 2596.0)","(-50.58, 2727.58)","(6.0, 2732.0)","(62.0, 2630.0)","(38.0, 2686.0)"
564,"(-4.0, 2694.0)","(16.0, 2648.0)","(-38.0, 2598.0)","(-49.0, 2760.0)","(6.0, 2736.0)","(70.0, 2642.0)","(33.0, 2684.0)"
565,"(-4.0, 2694.0)","(16.0, 2648.0)","(-38.0, 2598.0)","(-49.0, 2760.0)","(6.0, 2736.0)","(70.0, 2642.0)","(33.0, 2684.0)"
566,"(0.0, 2699.0)","(14.0, 2646.0)","(-38.0, 2600.0)","(-46.0, 2772.0)","(11.0, 2742.0)","(76.0, 2656.0)","(26.0, 2684.0)"
567,"(-6.0, 2704.0)","(11.0, 2654.0)","(-34.0, 2602.0)","(-40.0, 2781.0)","(11.0, 2747.0)","(65.0, 2661.5)","(26.0, 2692.0)"
568,"(-4.0, 2706.0)","(-2.0, 2646.0)","(-38.0, 2600.0)","(-38.0, 2790.0)","(7.0, 2750.0)","(64.0, 2676.0)","(37.67, 2692.33)"
569,"(0.0, 2711.0)","(2.0, 2648.0)","(-36.0, 2610.0)","(-34.0, 2797.0)","(12.0, 2757.0)","(60.0, 2679.0)","(48.0, 2698.0)"
570,"(0.0, 2716.0)","(6.0, 2660.0)","(-35.0, 2618.0)","(-34.0, 2798.0)","(12.0, 2762.0)","(59.0, 2680.0)","(45.0, 2698.0)"
571,"(0.0, 2726.0)","(2.0, 2666.0)","(-32.0, 2622.0)","(-38.0, 2798.0)","(19.0, 2772.0)","(60.0, 2680.0)","(42.0, 2708.0)"
572,"(3.0, 2730.0)","(3.0, 2677.0)","(-28.0, 2629.0)","(-33.0, 2800.0)","(14.0, 2776.0)","(53.17, 2681.33)","(42.0, 2714.0)"
573,"(3.0, 2730.0)","(3.0, 2677.0)","(-28.0, 2629.0)","(-34.0, 2800.0)","(14.0, 2776.0)","(55.53, 2681.22)","(42.0, 2714.0)"
574,"(9.0, 2734.0)","(2.0, 2670.0)","(-32.0, 2634.0)","(-38.0, 2798.0)","(16.0, 2780.0)","(52.0, 2686.0)","(44.0, 2718.0)"
575,"(12.0, 2739.0)","(8.0, 2686.0)","(-28.0, 2642.0)","(-38.0, 2798.0)","(18.0, 2788.0)","(54.0, 2684.0)","(44.0, 2724.0)"
576,"(12.0, 2744.0)","(5.0, 2694.0)","(-34.0, 2652.0)","(-38.0, 2798.0)","(18.0, 2792.0)","(44.0, 2688.0)","(49.33, 2743.67)"
577,"(13.0, 2750.0)","(10.0, 2698.0)","(-38.0, 2664.0)","(-38.0, 2800.0)","(14.0, 2802.0)","(45.0, 2688.0)","(56.0, 2770.0)"
578,"(17.0, 2758.0)","(14.0, 2706.0)","(-41.33, 2673.0)","(-34.0, 2800.0)","(12.0, 2808.0)","(53.0, 2679.0)","(60.0, 2782.0)"
579,"(17.0, 2758.0)","(14.0, 2706.0)","(-46.0, 2688.0)","(-34.0, 2800.0)","(12.0, 2808.0)","(53.0, 2679.0)","(60.0, 2782.0)"
580,"(19.0, 2770.0)","(12.0, 2715.0)","(-56.0, 2704.0)","(-34.0, 2800.0)","(15.0, 2814.0)","(51.0, 2682.0)","(66.0, 2800.0)"
581,"(20.0, 2776.0)","(9.0, 2716.0)","(-54.0, 2718.0)","(-38.0, 2798.0)","(14.0, 2820.0)","(49.33, 2684.5)","(66.0, 2818.0)"
582,"(20.0, 2783.0)","(10.0, 2724.0)","(-53.0, 2734.0)","(-36.0, 2798.0)","(12.0, 2828.0)","(48.0, 2682.0)","(70.0, 2834.0)"
583,"(19.0, 2790.0)","(18.0, 2737.0)","(-52.0, 2746.0)","(-36.0, 2798.0)","(12.0, 2834.0)","(49.0, 2684.0)","(60.33, 2839.0)"
584,"(22.0, 2796.0)","(18.0, 2742.0)","(-56.0, 2758.0)","(-37.0, 2800.0)","(10.0, 2842.0)","(48.0, 2684.0)","(49.0, 2864.0)"
585,"(22.0, 2796.0)","(18.0, 2742.0)","(-56.0, 2758.0)","(-35.0, 2800.0)","(10.0, 2842.0)","(48.0, 2684.0)","(49.0, 2864.0)"
586,"(15.0, 2800.0)","(14.0, 2748.0)","(-56.0, 2776.0)","(-34.0, 2808.0)","(5.0, 2848.0)","(50.0, 2690.0)","(54.0, 2874.0)"
587,"(16.0, 2808.0)","(13.0, 2754.0)","(-50.0, 2782.0)","(-38.0, 2808.0)","(5.0, 2854.0)","(50.0, 2698.0)","(58.0, 2878.0)"
588,"(20.0, 2814.0)","(20.0, 2760.0)","(-50.0, 2786.0)","(-31.0, 2813.0)","(6.0, 2862.0)","(56.0, 2702.0)","(58.0, 2880.0)"
589,"(12.0, 2822.0)","(18.0, 2760.0)","(-46.0, 2786.0)","(-30.0, 2818.0)","(0.0, 2868.0)","(49.0, 2713.0)","(58.0, 2880.0)"
590,"(10.0, 2827.0)","(17.0, 2771.0)","(-42.0, 2786.0)","(-34.0, 2818.0)","(4.0, 2876.0)","(49.0, 2715.5)","(60.0, 2882.0)"
591,"(10.0, 2827.0)","(17.0, 2771.0)","(-42.0, 2786.0)","(-34.0, 2818.0)","(4.0, 2876.0)","(46.0, 2722.0)","(60.0, 2882.0)"
592,"(14.0, 2832.0)","(22.0, 2776.0)","(-40.0, 2786.0)","(-30.0, 2824.0)","(5.0, 2879.0)","(47.0, 2736.0)","(60.0, 2882.0)"
593,"(14.0, 2832.0)","(22.0, 2776.0)","(-40.0, 2786.0)","(-30.0, 2824.0)","(5.0, 2879.0)","(47.0, 2736.0)","(58.0, 2882.0)"
594,"(11.0, 2841.0)","(19.0, 2783.0)","(-38.0, 2786.0)","(-34.0, 2836.0)","(4.0, 2885.0)","(47.0, 2744.0)","(54.0, 2882.0)"
595,"(8.0, 2844.0)","(16.0, 2790.0)","(-39.0, 2786.0)","(-40.0, 2851.0)","(-4.0, 2890.0)","(50.17, 2755.33)","(51.0, 2882.0)"
596,"(12.0, 2850.0)","(18.0, 2794.67)","(-38.0, 2786.0)","(-46.0, 2863.0)","(-4.0, 2894.0)","(54.0, 2766.0)","(48.0, 2882.0)"
597,"(12.0, 2850.0)","(20.0, 2799.33)","(-36.0, 2786.0)","(-46.0, 2863.0)","(-4.0, 2894.0)","(54.0, 2766.0)","(48.0, 2882.0)"
598,"(10.0, 2856.0)","(22.0, 2804.0)","(-40.0, 2784.0)","(-46.0, 2872.0)","(0.0, 2900.0)","(54.19, 2785.39)","(44.0, 2882.0)"
599,"(0.0, 2862.0)","(20.0, 2810.0)","(-38.0, 2784.0)","(-50.5, 2889.5)","(6.0, 2908.0)","(56.0, 2818.0)","(46.0, 2878.0)"
600,"(0.0, 2870.0)","(17.0, 2820.0)","(-36.0, 2785.0)","(-58.0, 2912.0)","(6.0, 2914.0)","(62.0, 2802.0)","(42.0, 2876.0)"
601,"(-2.0, 2877.0)","(18.0, 2826.0)","(-40.0, 2784.0)","(-50.75, 2917.58)","(4.0, 2920.0)","(63.0, 2820.0)","(40.0, 2876.0)"
602,"(-1.0, 2885.0)","(15.0, 2837.0)","(-38.0, 2788.0)","(-48.0, 2950.0)","(6.0, 2926.0)","(70.0, 2832.0)","(34.0, 2874.0)"
603,"(-1.0, 2885.0)","(16.0, 2832.0)","(-38.0, 2788.0)","(-48.0, 2950.0)","(6.0, 2926.0)","(70.0, 2832.0)","(34.0, 2874.0)"
604,"(-2.0, 2888.0)","(16.0, 2840.0)","(-40.0, 2788.0)","(-48.0, 2960.0)","(6.0, 2930.0)","(78.0, 2846.0)","(27.0, 2874.0)"
605,"(-4.0, 2893.0)","(12.0, 2838.0)","(-36.0, 2792.0)","(-41.0, 2970.0)","(8.0, 2936.0)","(64.83, 2851.33)","(26.0, 2881.0)"
606,"(2.0, 2900.0)","(9.0, 2843.0)","(-36.0, 2798.0)","(-36.0, 2986.0)","(10.0, 2946.0)","(60.0, 2868.0)","(45.0, 2887.0)"
607,"(-2.0, 2904.0)","(6.0, 2848.0)","(-33.0, 2806.0)","(-36.0, 2987.0)","(12.0, 2950.0)","(60.0, 2868.0)","(46.0, 2888.0)"
608,"(0.0, 2914.0)","(2.0, 2856.0)","(-32.0, 2810.0)","(-40.0, 2986.0)","(19.0, 2960.0)","(54.0, 2868.0)","(43.0, 2898.0)"
609,"(6.0, 2919.0)","(8.0, 2868.0)","(-27.0, 2818.0)","(-40.0, 2986.0)","(14.0, 2964.0)","(49.0, 2872.33)","(43.0, 2904.0)"
610,"(6.0, 2919.0)","(8.0, 2868.0)","(-27.0, 2818.0)","(-40.0, 2986.0)","(14.0, 2964.0)","(34.0, 2878.0)","(43.0, 2904.0)"
611,"(5.0, 2922.0)","(5.5, 2871.0)","(-30.0, 2822.0)","(-34.0, 2987.0)","(14.0, 2968.0)","(52.0, 2874.0)","(44.0, 2906.0)"
612,"(13.0, 2928.0)","(3.0, 2874.0)","(-34.0, 2830.0)","(-34.0, 2987.0)","(17.0, 2976.0)","(53.0, 2872.0)","(43.0, 2912.0)"
613,"(14.0, 2933.0)","(4.0, 2882.0)","(-34.0, 2840.0)","(-38.0, 2986.0)","(21.0, 2981.0)","(52.0, 2871.0)","(50.0, 2931.83)"
614,"(14.0, 2939.0)","(5.0, 2888.0)","(-38.0, 2852.0)","(-38.0, 2988.0)","(14.0, 2990.0)","(54.0, 2867.0)","(60.0, 2957.0)"
615,"(16.0, 2946.0)","(12.0, 2896.0)","(-42.0, 2861.33)","(-38.0, 2988.0)","(17.0, 2998.0)","(52.0, 2868.0)","(60.0, 2970.0)"
616,"(16.0, 2946.0)","(12.0, 2896.0)","(-46.0, 2876.0)","(-38.0, 2988.0)","(17.0, 2998.0)","(52.0, 2868.0)","(60.0, 2970.0)"
617,"(18.0, 2958.0)","(12.0, 2898.0)","(-54.0, 2894.0)","(-38.0, 2988.0)","(13.0, 3002.0)","(48.0, 2870.0)","(70.0, 2986.0)"
618,"(20.0, 2964.0)","(12.0, 2900.0)","(-50.0, 2908.0)","(-36.0, 2987.0)","(12.0, 3008.0)","(52.0, 2872.0)","(70.0, 3006.0)"
619,"(19.0, 2972.0)","(11.0, 2916.0)","(-56.0, 2922.0)","(-34.0, 2987.0)","(13.0, 3018.0)","(52.0, 2871.0)","(68.0, 3023.0)"
620,"(19.0, 2978.0)","(14.5, 2923.0)","(-52.0, 2934.0)","(-37.0, 2987.0)","(8.0, 3022.0)","(48.0, 2872.0)","(62.67, 3027.5)"
621,"(19.0, 2986.0)","(18.0, 2930.0)","(-56.0, 2946.0)","(-38.0, 2988.0)","(8.0, 3030.0)","(48.0, 2874.0)","(54.0, 3054.0)"
622,"(19.0, 2986.0)","(18.0, 2930.0)","(-56.0, 2946.0)","(-38.0, 2988.0)","(8.0, 3030.0)","(48.0, 2874.0)","(54.0, 3054.0)"
623,"(18.0, 2990.0)","(12.0, 2936.0)","(-53.17, 2956.0)","(-34.0, 2996.0)","(9.0, 3038.0)","(50.0, 2880.0)","(54.0, 3062.0)"
624,"(19.0, 2997.0)","(12.0, 2942.0)","(-54.0, 2970.0)","(-38.0, 2996.0)","(4.0, 3042.0)","(50.0, 2884.0)","(56.0, 3066.0)"
625,"(20.0, 3002.0)","(16.0, 2942.0)","(-47.0, 2974.0)","(-36.0, 3002.0)","(9.0, 3052.0)","(54.0, 2890.0)","(58.0, 3068.0)"
626,"(17.0, 3012.0)","(16.0, 2948.0)","(-42.0, 2976.0)","(-30.0, 3006.0)","(5.0, 3058.0)","(48.0, 2904.0)","(60.0, 3068.0)"
627,"(9.0, 3014.0)","(17.0, 2959.0)","(-44.0, 2974.0)","(-26.0, 3007.0)","(2.0, 3064.0)","(46.0, 2910.0)","(60.0, 3070.0)"
628,"(9.0, 3014.0)","(17.0, 2959.0)","(-44.0, 2974.0)","(-26.0, 3007.0)","(2.0, 3064.0)","(46.0, 2910.0)","(60.0, 3070.0)"
629,"(18.0, 3020.0)","(16.5, 2961.5)","(-42.0, 2974.0)","(-30.0, 3013.0)","(4.0, 3068.0)","(46.0, 2925.0)","(58.0, 3070.0)"
630,"(18.0, 3020.0)","(16.0, 2964.0)","(-42.0, 2974.0)","(-30.0, 3013.0)","(4.0, 3068.0)","(46.0, 2925.0)","(58.0, 3070.0)"
631,"(11.0, 3030.0)","(17.0, 2971.5)","(-39.0, 2974.0)","(-36.0, 3024.0)","(4.0, 3074.0)","(46.0, 2932.0)","(56.0, 3072.0)"
632,"(8.0, 3032.0)","(18.0, 2979.0)","(-40.0, 2974.0)","(-42.0, 3040.0)","(-4.0, 3078.0)","(49.0, 2943.67)","(56.0, 3072.0)"
633,"(12.0, 3039.0)","(19.33, 2983.33)","(-39.0, 2974.0)","(-46.0, 3052.0)","(-2.0, 3083.0)","(52.0, 2954.0)","(48.0, 3070.0)"
